Original_Filename,Matching_Filename_OR_SC,Alternate_Method,Method_Argument,Similarity_to_Fort
garden\rose_g1b.bmp, rose_g1bf.png, , ,99.4140625
garden\rose_g1bn.bmp, rose_g1br.png, , ,99.8046875
garden\rose_g1br.bmp, rose_g1b.png, , ,99.8046875
garden\rose_g1c.bmp, t\rose_g1cf.png, , ,99.609375
garden\rose_g1d.bmp, t\rose_g1cf.png, , ,99.609375
garden\rose_p1a.bmp, t\rose_p1af.png, , ,99.8046875
garden\rose_p1an.bmp, t\rose_p1an.png, , ,98.828125
garden\rose_p1ap.bmp, t\rose_p1ap2.png, , ,99.51171875
garden\warehous_i1a.bmp, warehous_i1a.png, , ,99.609375
garden\warehous_i1b.bmp, warehous_i1a.png, , ,99.609375
garden\warehous_i1c.bmp, warehous_i1c.png, , ,99.8046875
garden\warehous_i1d.bmp, warehous_i1c.png, , ,99.8046875
garden\warehous_i1e.bmp, warehous_i1e.png, , ,100
garden\warehous_o1a.bmp, warehous_o1a.png, , ,100
garden\warehous_o2a.bmp, warehous_o2a.png, , ,99.609375
guesthouse\g_o1a.bmp, g_o1af.png, , ,99.4140625
guesthouse\g_o1an.bmp, g_o1ar.png, , ,99.8046875
guesthouse\g_o1ar.bmp, g_o1a.png, , ,99.8046875
guesthouse\g_o1b.bmp, g_o1af.png, , ,99.4140625
guesthouse\g_o1bn.bmp, g_o1ar.png, , ,99.8046875
guesthouse\g_o1br.bmp, g_o1a.png, , ,99.8046875
guesthouse\g_o1c.bmp, g_o1cc.png, , ,99.609375
guesthouse\g_o1cn.bmp, g_o1cr.png, , ,99.8046875
guesthouse\g_o1coriginal.bmp, g_o1cf.png, , ,99.609375
guesthouse\g_o1cr.bmp, g_o1c.png, , ,99.4140625
guesthouse\g1f_p1a.bmp, t\g2f_p1af.png, , ,99.8046875
guesthouse\g1f_p1an.bmp, g1f_p1ar.png, , ,99.609375
guesthouse\g1f_p1ar.bmp, g2f_p1a.png, , ,99.609375
guesthouse\g1f_p1b.bmp, t\g1f_p1bf.png, , ,100
guesthouse\g1f_p1bn.bmp, g1f_p1br.png, , ,99.8046875
guesthouse\g1f_p1br.bmp, g1f_p1b.png, , ,99.609375
guesthouse\g1f_p1c.bmp, t\g1f_p1cf.png, , ,99.609375
guesthouse\g1f_p1d.bmp, g1f_p1e.png, , ,99.609375
guesthouse\g1f_p1e.bmp, g1f_p1e.png, , ,99.609375
guesthouse\g1f_p2a.bmp, t\g1f_p1cf.png, , ,99.609375
guesthouse\g1f_r1a.bmp, g1f_r1a.png, , ,100
guesthouse\g1f_r1an.bmp, g1f_r1ar.png, , ,99.8046875
guesthouse\g1f_r1ar.bmp, g1f_r1ar.png, , ,99.8046875
guesthouse\g1f_r1ax.bmp, Special Case, top_black_bottom_image, g1f_r1a.png,0
guesthouse\g1f_r1b.bmp, g1f_r1a.png, , ,100
guesthouse\g1f_r1bn.bmp, g1f_r1a.png, , ,100
guesthouse\g1f_r1br.bmp, g1f_r1a.png, , ,100
guesthouse\g1f_r2a.bmp, t\g1f_r2af.png, , ,100
guesthouse\g1f_r2an.bmp, g1f_r2ar.png, , ,100
guesthouse\g1f_r2ar.bmp, g1f_r2a.png, , ,99.609375
guesthouse\g1f_r2b.bmp, t\g2f_r1af.png, , ,99.8046875
guesthouse\g1f_r2bn.bmp, g2f_r1ar.png, , ,100
guesthouse\g1f_r2br.bmp, g2f_r1a.png, , ,99.8046875
guesthouse\g1f_r2c.bmp, t\g2f_r1af.png, , ,99.8046875
guesthouse\g1f_r2cn.bmp, g2f_r1ar.png, , ,100
guesthouse\g1f_r2cr.bmp, g2f_r1a.png, , ,99.8046875
guesthouse\g1f_s1a.bmp, g1f_s1a.png, , ,99.609375
guesthouse\g1f_s1ap.bmp, g1f_s1ap.png, , ,99.8046875
guesthouse\g1f_s1b.bmp, g1f_s1a.png, , ,99.609375
guesthouse\g1f_s1bp.bmp, g1f_s1ap.png, , ,99.8046875
guesthouse\g1f_s1c.bmp, g1f_s1a.png, , ,99.609375
guesthouse\g1f_s1cp.bmp, g1f_s1ap.png, , ,99.8046875
guesthouse\g1f_s2a.bmp, glob_1dr.png, , ,99.8046875
guesthouse\g1f_s2b.bmp, glob_1dr.png, , ,99.8046875
guesthouse\g1f_s2c.bmp, glob_1dr.png, , ,99.8046875
guesthouse\g2f_p1a.bmp, t\g2f_p1af.png, , ,99.8046875
guesthouse\g2f_p1an.bmp, g1f_p1ar.png, , ,99.609375
guesthouse\g2f_p1b.bmp, t\g1f_p1bf.png, , ,100
guesthouse\g2f_p1bn.bmp, g1f_p1br.png, , ,99.8046875
guesthouse\g2f_p1c.bmp, t\g2f_p1af.png, , ,99.8046875
guesthouse\g2f_r1a.bmp, g2f_r1a.png, , ,99.8046875
guesthouse\g2f_r1an.bmp, g2f_r1ar.png, , ,100
guesthouse\g2f_r1ar.bmp, g2f_r1a.png, , ,99.8046875
guesthouse\g2f_r1b.bmp, t\g2f_r1bf.png, , ,100
guesthouse\g2f_r1bn.bmp, t\g2f_r1br.png, , ,100
guesthouse\g2f_r1br.bmp, t\g2f_r1b.png, , ,100
guesthouse\g2f_r1c.bmp, g2f_r1c.png, , ,100
guesthouse\g2f_r1cn.bmp, g2f_r1cr.png, , ,99.8046875
guesthouse\g2f_r1cr.bmp, g2f_r1cr.png, , ,99.8046875
guesthouse\gdin_1a.bmp, gdin_1ad.png, , ,99.609375
guesthouse\gdin_1b.bmp, gdin_1ad.png, , ,99.609375
guesthouse\gdin_1c.bmp, gdin_1ad.png, , ,99.609375
guesthouse\glib_1a.bmp, glib_1a.png, , ,99.4140625
guesthouse\glib_1b.bmp, glib_1a.png, , ,99.4140625
guesthouse\glib_1bn.bmp, glib_1a.png, , ,99.4140625
guesthouse\glib_1br.bmp, glib_1a.png, , ,99.4140625
guesthouse\glib_1c.bmp, glib_1a.png, , ,99.4140625
guesthouse\glib_1cn.bmp, glib_1a.png, , ,99.4140625
guesthouse\glib_1cr.bmp, glib_1a.png, , ,99.4140625
guesthouse\glob_1a.bmp, t\glob_1af.png, , ,99.8046875
guesthouse\glob_1an.bmp, glob_1ar.png, , ,99.21875
guesthouse\glob_1ar.bmp, glob_1a.png, , ,99.8046875
guesthouse\glob_1b.bmp, t\glob_1af.png, , ,99.8046875
guesthouse\glob_1bn.bmp, glob_1ar.png, , ,99.21875
guesthouse\glob_1br.bmp, glob_1a.png, , ,99.8046875
guesthouse\glob_1c.bmp, glob_1d.png, , ,100
guesthouse\glob_1cn.bmp, glob_1dr.png, , ,99.8046875
guesthouse\glob_1cr.bmp, glob_1d.png, , ,100
guesthouse\glob_1d.bmp, glob_1d.png, , ,100
guesthouse\glob_1dn.bmp, glob_1dr.png, , ,99.8046875
guesthouse\glob_1dr.bmp, glob_1d.png, , ,100
guesthouse\glob_1e.bmp, t\glob_1e.png, , ,99.8046875
guesthouse\glob_1en.bmp, t\glob_1er.png, , ,100
guesthouse\glob_1er.bmp, t\glob_1e.png, , ,99.8046875
guesthouse\gsta_1a.bmp, t\g1f_p1cf.png, , ,99.609375
guesthouse\gsta_1c.bmp, t\g1f_p1cf.png, , ,99.609375
guesthouse\gsun_1a.bmp, g1f_s1a.png, , ,99.609375
guesthouse\gsun_1b.bmp, g1f_s1a.png, , ,99.609375
guesthouse\gsun_1c.bmp, g1f_s1a.png, , ,99.609375
kawhouse\kaw_r1a.bmp, kaw_r1a.png, , ,99.8046875
kawhouse\kaw_r1an.bmp, kaw_r1an.png, , ,99.4140625
kawhouse\kaw_r1bn.bmp, kaw_r1an.png, , ,99.4140625
kawhouse\kaw_r1cn.bmp, kaw_r1cn.png, , ,99.8046875
kawhouse\kaw_r2a.bmp, kaw_r2a.png, , ,99.609375
kawhouse\kaw_r2an.bmp, kaw_r2an.png, , ,99.8046875
kawhouse\kaw_r3a.bmp, kaw_r2a.png, , ,99.609375
kawhouse\kaw_r3an.bmp, kaw_r3bn.png, , ,99.8046875
kawhouse\kaw_r3b.bmp, kaw_r3b.png, , ,99.8046875
kawhouse\kaw_r3bn.bmp, kaw_r3bn.png, , ,99.8046875
kawhouse\kaw_r3c.bmp, kaw_r3b.png, , ,99.8046875
kawhouse\kaw_r3cn.bmp, kaw_r3bn.png, , ,99.8046875
kumhouse\kum_r1a.bmp, kum_r1a.png, , ,99.8046875
kumhouse\kum_r1b.bmp, kum_r1a.png, , ,99.8046875
kumhouse\kum_r1c.bmp, kum_r1a.png, , ,99.8046875
mainbuilding\m_door1.bmp, m_door1.png, , ,99.8046875
mainbuilding\m_door1x.bmp, Special Case, left_image_right_door_gradient, m_door1.png,0
mainbuilding\m_door2.bmp, m_door2.png, , ,99.8046875
mainbuilding\m_o1a.bmp, m_o1af.png, , ,99.609375
mainbuilding\m_o1an.bmp, m_o1ar.png, , ,99.8046875
mainbuilding\m_o1ar.bmp, m_o1a2.png, , ,100
mainbuilding\m_o1b.bmp, m_o1af.png, , ,99.609375
mainbuilding\m_o1bn.bmp, m_o1ar.png, , ,99.8046875
mainbuilding\m_o1br.bmp, m_o1a2.png, , ,100
mainbuilding\m1f_p1a.bmp, t\m1f_p1bf.png, , ,99.609375
mainbuilding\m1f_p1an.bmp, m1f_p1br.png, , ,99.609375
mainbuilding\m1f_p1ar.bmp, m1f_p1b.png, , ,99.609375
mainbuilding\m1f_p1b.bmp, t\m1f_p1bf.png, , ,99.609375
mainbuilding\m1f_p1bn.bmp, m1f_p1b.png, , ,99.609375
mainbuilding\m1f_p1br.bmp, m1f_p1br.png, , ,99.609375
mainbuilding\m1f_p1c.bmp, m1f_p1c.png, , ,100
mainbuilding\m1f_p1cn.bmp, m1f_p1cr.png, , ,99.8046875
mainbuilding\m1f_p1cr.bmp, m1f_p1cr.png, , ,99.8046875
mainbuilding\m1f_p1d.bmp, t\m1f_p1df.png, , ,99.4140625
mainbuilding\m1f_p1dn.bmp, m1f_p1dr.png, , ,99.0234375
mainbuilding\m1f_p1dr.bmp, m1f_p1d.png, , ,99.8046875
mainbuilding\m1f_p2a.bmp, t\m1f_p1df.png, , ,99.4140625
mainbuilding\m1f_p2b.bmp, t\m1f_p2bf.png, , ,99.4140625
mainbuilding\m1f_p2bn.bmp, m1f_p2br.png, , ,98.6328125
mainbuilding\m1f_p2br.bmp, m1f_p2b.png, , ,99.4140625
mainbuilding\m1f_p2c.bmp, t\ment_1bf.png, , ,99.609375
mainbuilding\m1f_s1a.bmp, m1f_s1af.png, , ,99.609375
mainbuilding\m1f_s1an.bmp, m1f_s1ar.png, , ,100
mainbuilding\m1f_s1ar.bmp, m1f_s1a.png, , ,99.8046875
mainbuilding\m1f_s1b.bmp, m1f_s1af.png, , ,99.609375
mainbuilding\m1f_s1bn.bmp, m1f_s1ar.png, , ,100
mainbuilding\m1f_s1br.bmp, m1f_s1a.png, , ,99.8046875
mainbuilding\m1f_s1c.bmp, m1f_s1c.png, , ,100
mainbuilding\m1f_s1cn.bmp, m1f_s1cr.png, , ,100
mainbuilding\m1f_s1cr.bmp, m1f_s1c.png, , ,100
mainbuilding\m1f_s1d.bmp, m1f_s1df.png, , ,100
mainbuilding\m1f_s1dn.bmp, m1f_s1d.png, , ,99.8046875
mainbuilding\m1f_s1dr.bmp, m1f_s1dr.png, , ,99.8046875
mainbuilding\m1f_s2a.bmp, m1f_s1c.png, , ,100
mainbuilding\m2f_p1a.bmp, m2f_p1af.png, , ,99.609375
mainbuilding\m2f_p1an.bmp, m2f_p1ar.png, , ,99.8046875
mainbuilding\m2f_p1ar.bmp, m2f_p1a.png, , ,99.0234375
mainbuilding\m2f_p1b.bmp, m2f_p1bf.png, , ,99.609375
mainbuilding\m2f_p1bn.bmp, m2f_p1br.png, , ,99.609375
mainbuilding\m2f_p1br.bmp, m2f_p1b.png, , ,99.4140625
mainbuilding\m2f_p1c.bmp, m2f_p1cf.png, , ,99.8046875
mainbuilding\m2f_p1cn.bmp, m2f_p1cr.png, , ,99.4140625
mainbuilding\m2f_p1cr.bmp, m2f_p1c.png, , ,99.8046875
mainbuilding\m2f_p1d.bmp, m2f_p1af.png, , ,99.609375
mainbuilding\m2f_p1dn.bmp, m2f_p1ar.png, , ,99.8046875
mainbuilding\m2f_p1dr.bmp, m2f_p1a.png, , ,99.0234375
mainbuilding\m2f_r1a.bmp, t\m1f_r1af.png, , ,99.8046875
mainbuilding\m2f_r1b.bmp, t\m1f_r1af.png, , ,99.8046875
mainbuilding\m2f_r1c.bmp, t\m1f_r1af.png, , ,99.8046875
mainbuilding\m2f_r1d.bmp, t\m2f_r7a.png, , ,100
mainbuilding\m2f_r1dn.bmp, t\m2f_r7ar.png, , ,100
mainbuilding\m2f_r1dr.bmp, t\m2f_r7a.png, , ,100
mainbuilding\m2f_r2a.bmp, g1f_s1a.png, , ,99.609375
mainbuilding\m2f_r2b.bmp, g1f_s1a.png, , ,99.609375
mainbuilding\m2f_r2c.bmp, g1f_s1a.png, , ,99.609375
mainbuilding\m2f_r3a.bmp, g1f_s1a.png, , ,99.609375
mainbuilding\m2f_r3b.bmp, g1f_s1a.png, , ,99.609375
mainbuilding\m2f_r3c.bmp, g1f_s1a.png, , ,99.609375
mainbuilding\m2f_r4a.bmp, t\m2f_r4af.png, , ,100
mainbuilding\m2f_r4an.bmp, m2f_r4ar.png, , ,100
mainbuilding\m2f_r4ar.bmp, m2f_r4a.png, , ,99.8046875
mainbuilding\m2f_r4b.bmp, t\m2f_r4af.png, , ,100
mainbuilding\m2f_r4bn.bmp, m2f_r4ar.png, , ,100
mainbuilding\m2f_r4br.bmp, m2f_r4a.png, , ,99.8046875
mainbuilding\m2f_r4c.bmp, t\m2f_r4af.png, , ,100
mainbuilding\m2f_r4cn.bmp, m2f_r4ar.png, , ,100
mainbuilding\m2f_r4cr.bmp, m2f_r4a.png, , ,99.8046875
mainbuilding\m2f_r5a.bmp, mdin_1e.png, , ,99.8046875
mainbuilding\m2f_r5b.bmp, mdin_1e.png, , ,99.8046875
mainbuilding\m2f_r5c.bmp, mdin_1f.png, , ,99.609375
mainbuilding\m2f_r5d.bmp, mdin_1f.png, , ,99.609375
mainbuilding\m2f_r5e.bmp, t\mdin_1cf.png, , ,99.609375
mainbuilding\m2f_r5f.bmp, t\mdin_1cf.png, , ,99.609375
mainbuilding\m2f_r6a.bmp, t\m2f_r7ar.png, , ,100
mainbuilding\mbat_1a.bmp, mbat_1a.png, , ,99.8046875
mainbuilding\mbat_1b.bmp, mbat_1a.png, , ,99.8046875
mainbuilding\mbat_2a.bmp, mbat_1a.png, , ,99.8046875
mainbuilding\mboi_1a.bmp, Special Case, use_alternate, mboi_1a.png,0
mainbuilding\mboi_1b.bmp, Special Case, use_alternate, mboi_1a.png,0
mainbuilding\mboi_1c.bmp, Special Case, use_alternate, mboi_1c.png,0
mainbuilding\mboi_1d.bmp, Special Case, use_alternate, mboi_1c.png,0
mainbuilding\mcou_1a.bmp, t\mcou_1af.png, , ,99.8046875
mainbuilding\mcou_1an.bmp, mcou_1an.png, , ,99.609375
mainbuilding\mcou_1ar.bmp, mcou_1a.png, , ,99.4140625
mainbuilding\mdin_1a.bmp, mdin_1a.png, , ,99.609375
mainbuilding\mdin_1an.bmp, mdin_1ar.png, , ,99.609375
mainbuilding\mdin_1ar.bmp, mdin_1ar.png, , ,99.609375
mainbuilding\mdin_1b.bmp, mdin_1a.png, , ,99.609375
mainbuilding\mdin_1bn.bmp, mdin_1ar.png, , ,99.609375
mainbuilding\mdin_1br.bmp, mdin_1ar.png, , ,99.609375
mainbuilding\mdin_1c.bmp, t\mdin_1cf.png, , ,99.609375
mainbuilding\mdin_1cn.bmp, mdin_1cr.png, , ,99.8046875
mainbuilding\mdin_1cr.bmp, mdin_1c.png, , ,100
mainbuilding\mdin_1d.bmp, mdin_1f.png, , ,99.609375
mainbuilding\mdin_1dn.bmp, mdin_1fr.png, , ,99.8046875
mainbuilding\mdin_1dr.bmp, mdin_1fr.png, , ,99.8046875
mainbuilding\mdin_1e.bmp, mdin_1e.png, , ,99.8046875
mainbuilding\mdin_1en.bmp, mdin_1er.png, , ,99.609375
mainbuilding\mdin_1er.bmp, mdin_1er.png, , ,99.609375
mainbuilding\mdin_1f.bmp, mdin_1f.png, , ,99.609375
mainbuilding\mdin_1fn.bmp, mdin_1fr.png, , ,99.8046875
mainbuilding\mdin_1fr.bmp, mdin_1fr.png, , ,99.8046875
mainbuilding\mdin_1g.bmp, mdin_1g.png, , ,100
mainbuilding\mdin_1gn.bmp, mdin_1gr.png, , ,100
mainbuilding\mdin_1gr.bmp, mdin_1g.png, , ,100
mainbuilding\ment_1a.bmp, t\ment_1bf.png, , ,99.609375
mainbuilding\ment_1an.bmp, ment_1br.png, , ,99.609375
mainbuilding\ment_1ar.bmp, ment_1b.png, , ,99.4140625
mainbuilding\ment_1b.bmp, t\ment_1bf.png, , ,99.609375
mainbuilding\ment_1bn.bmp, ment_1br.png, , ,99.609375
mainbuilding\ment_1br.bmp, ment_1b.png, , ,99.4140625
mainbuilding\mhal_1a.bmp, t\mhal_1af.png, , ,99.8046875
mainbuilding\mhal_1an.bmp, mhal_1ar2.png, , ,99.609375
mainbuilding\mhal_1ar.bmp, mhal_1a2.png, , ,99.8046875
mainbuilding\mhal_1b.bmp, mhal_1cr.png, , ,99.8046875
mainbuilding\mhal_1c.bmp, mhal_1cr.png, , ,99.8046875
mainbuilding\mhal_2a.bmp, t\mhal_2af.png, , ,99.70703125
mainbuilding\mhal_2an.bmp, mhal_2ar.png, , ,99.8046875
mainbuilding\mhal_2ar.bmp, mhal_2a.png, , ,100
mainbuilding\mhal_2b.bmp, t\mhal_2bf.png, , ,99.4140625
mainbuilding\mhal_2bn.bmp, mhal_2br.png, , ,99.8046875
mainbuilding\mhal_2br.bmp, mhal_2b.png, , ,99.609375
mainbuilding\mhal_2c.bmp, mhal_2c.png, , ,100
mainbuilding\mhal_2cn.bmp, mhal_2cr.png, , ,100
mainbuilding\mhal_2cr.bmp, mhal_2c.png, , ,100
mainbuilding\mhal_2d.bmp, mhal_2dr.png, , ,100
mainbuilding\mjes_1a.bmp, mjes_1af.png, , ,99.609375
mainbuilding\mjes_1an.bmp, mjes_1ar.png, , ,100
mainbuilding\mjes_1ar.bmp, mjes_1a.png, , ,99.8046875
mainbuilding\mjes_1b.bmp, mjes_1af.png, , ,99.609375
mainbuilding\mjes_1bn.bmp, mjes_1ar.png, , ,100
mainbuilding\mjes_1br.bmp, mjes_1a.png, , ,99.8046875
mainbuilding\mjes_1c.bmp, t\mjes_1cf.png, , ,99.8046875
mainbuilding\mjes_1cn.bmp, mjes_1cr.png, , ,99.609375
mainbuilding\mjes_1cr.bmp, mjes_1c.png, , ,99.8046875
mainbuilding\mjes_1d.bmp, t\mjes_1cf.png, , ,99.8046875
mainbuilding\mjes_1dn.bmp, mjes_1cr.png, , ,99.609375
mainbuilding\mjes_1dr.bmp, mjes_1c.png, , ,99.8046875
mainbuilding\mjes_1e.bmp, mjes_1er.png, , ,100
mainbuilding\mkit_1a.bmp, t\mkit_1af.png, , ,99.609375
mainbuilding\mkit_1an.bmp, mkit_1ar.png, , ,100
mainbuilding\mkit_1ar.bmp, mkit_1a.png, , ,100
mainbuilding\mkit_1b.bmp, mkit_1c.png, , ,99.4140625
mainbuilding\mkit_1bn.bmp, mkit_1cr.png, , ,99.8046875
mainbuilding\mkit_1br.bmp, mkit_1cr.png, , ,99.8046875
mainbuilding\mkit_1c.bmp, mkit_1c.png, , ,99.4140625
mainbuilding\mkit_1cn.bmp, mkit_1cr.png, , ,99.8046875
mainbuilding\mkit_1cr.bmp, mkit_1cr.png, , ,99.8046875
mainbuilding\mlib_1a.bmp, t\mlib_1af.png, , ,99.8046875
mainbuilding\mlib_1an.bmp, mlib_1ar.png, , ,99.609375
mainbuilding\mlib_1ar.bmp, mlib_1a.png, , ,99.8046875
mainbuilding\mlib_1b.bmp, t\mlib_1bf.png, , ,99.8046875
mainbuilding\mlib_1bn.bmp, mlib_1br.png, , ,99.8046875
mainbuilding\mlib_1br.bmp, mlib_1b.png, , ,99.70703125
mainbuilding\mlib_1c.bmp, t\mlib_1cf.png, , ,99.8046875
mainbuilding\mlib_1cn.bmp, mlib_1cr.png, , ,99.8046875
mainbuilding\mlib_1cr.bmp, mlib_1c.png, , ,99.4140625
mainbuilding\mlib_1d.bmp, t\mlib_1af.png, , ,99.8046875
mainbuilding\mlib_1dn.bmp, mlib_1ar.png, , ,99.609375
mainbuilding\mlib_1dr.bmp, mlib_1a.png, , ,99.8046875
mainbuilding\mlib_1e.bmp, mlib_1e.png, , ,99.8046875
mainbuilding\mnat_1a.bmp, mnat_1a.png, , ,99.90234375
mainbuilding\mnat_1b.bmp, mnat_1a.png, , ,99.90234375
mainbuilding\mnat_1c.bmp, t\mnat_2g.png, , ,100
mainbuilding\mnat_2a.bmp, t\mnat_1af.png, , ,100
mainbuilding\mnat_2an.bmp, mnat_1a.png, , ,99.90234375
mainbuilding\mnat_2ar.bmp, mnat_1ar.png, , ,99.8046875
mainbuilding\mnat_2b.bmp, mnat_2b.png, , ,100
mainbuilding\mnat_2bn.bmp, mnat_2br.png, , ,99.609375
mainbuilding\mnat_2br.bmp, mnat_2br.png, , ,99.609375
mainbuilding\mnat_2c.bmp, mnat_2b.png, , ,100
mainbuilding\mnat_2cn.bmp, mnat_2br.png, , ,99.609375
mainbuilding\mnat_2cr.bmp, mnat_2br.png, , ,99.609375
mainbuilding\mnat_2d.bmp, mnat_2br.png, , ,99.609375
mainbuilding\mnat_2dn.bmp, mnat_2br.png, , ,99.609375
mainbuilding\mnat_2dr.bmp, mnat_2b.png, , ,100
mainbuilding\mnat_2e.bmp, t\mnat_1af.png, , ,100
mainbuilding\mnat_2en.bmp, mnat_1ar.png, , ,99.8046875
mainbuilding\mnat_2er.bmp, mnat_1a.png, , ,99.90234375
mainbuilding\mnat_2f.bmp, t\mnat_2g.png, , ,100
mainbuilding\msta_1a.bmp, msta_1c.png, , ,100
mainbuilding\msta_1b.bmp, msta_1b.png, , ,99.4140625
mainbuilding\msta_1c.bmp, msta_1c.png, , ,100
mainbuilding\msta_2a.bmp, msta_1b.png, , ,99.4140625
mainbuilding\mvip_1a.bmp, t\mvip_1af.png, , ,99.609375
mainbuilding\mvip_1an.bmp, mvip_1ar.png, , ,99.8046875
mainbuilding\mvip_1ar.bmp, mvip_1a.png, , ,99.8046875
mainbuilding\mvip_1b.bmp, t\mvip_1af.png, , ,99.609375
mainbuilding\mvip_1bn.bmp, mvip_1ar.png, , ,99.8046875
mainbuilding\mvip_1br.bmp, mvip_1a.png, , ,99.8046875
mainbuilding\mvip_1c.bmp, t\mvip_1cf.png, , ,99.8046875
mainbuilding\mvip_1cn.bmp, mvip_1cr.png, , ,99.4140625
mainbuilding\mvip_1cr.bmp, mvip_1c.png, , ,99.8046875
mainbuilding\mvip_1d.bmp, t\mvip_1cf.png, , ,99.8046875
mainbuilding\mvip_1dn.bmp, mvip_1cr.png, , ,99.4140625
mainbuilding\mvip_1dr.bmp, mvip_1c.png, , ,99.8046875
mainbuilding\mvip_1e.bmp, Special Case, use_alternate, t\g1f_r3a.png,0
mainbuilding\mvip_2a.bmp, t\mvip_1af.png, , ,99.609375
mainbuilding\mvip_2an.bmp, mvip_1ar.png, , ,99.8046875
mainbuilding\mvip_2ar.bmp, mvip_1a.png, , ,99.8046875
mainbuilding\portrait1.bmp, Special Case, tall_image, ,0
mainbuilding\portrait2.bmp, portrait2.png, , ,100
mainbuilding\portrait3.bmp, portrait3.png, , ,100
mainbuilding\portrait4.bmp, portrait4b.png, , ,100
mainbuilding\portrait4b.bmp, portrait4b.png, , ,100
nanclinic\nan_r1a.bmp, nan_r1a.png, , ,99.8046875
nanclinic\nan_r1b.bmp, nan_r1a.png, , ,99.8046875
nanclinic\nan_r1c.bmp, nan_r1c.png, , ,100
restaurant\res_i1a.bmp, res_i1a.png, , ,100
restaurant\res_i1b.bmp, res_i1a.png, , ,100
restaurant\res_i1c.bmp, res_i1c.png, , ,100
restaurant\res_i2a.bmp, res_i1c.png, , ,100
restaurant\res_i2b.bmp, res_i2c.png, , ,99.8046875
restaurant\res_i2c.bmp, res_i2c.png, , ,99.8046875
restaurant\res_i3a.bmp, res_i3a.png, , ,99.4140625
restaurant\res_i3b.bmp, res_i3a.png, , ,99.4140625
restaurant\res_i3c.bmp, res_i3a.png, , ,99.4140625
restaurant\res_i3d.bmp, res_i3dr.png, , ,100
restaurant\res_i4a.bmp, res_i4a.png, , ,99.4140625
restaurant\res_i4b.bmp, res_i3dr.png, , ,100
restaurant\res_i4c.bmp, res_i4a.png, , ,99.4140625
restaurant\res_o1a.bmp, res_i1a.png, , ,100
rosehouse\ros_m1a.bmp, ros_m1a.png, , ,99.609375
rosehouse\ros_m1an.bmp, ros_m1ar.png, , ,99.8046875
rosehouse\ros_m1b.bmp, ros_m1a.png, , ,99.609375
rosehouse\ros_m1bn.bmp, ros_m1ar.png, , ,99.8046875
rosehouse\ros_m1c.bmp, ros_m1a.png, , ,99.609375
rosehouse\ros_m1cn.bmp, ros_m1ar.png, , ,99.8046875
rosehouse\ros_o1an.bmp, ros_o1an.png, , ,100
rosehouse\ros_p1a.bmp, ros_p1a.png, , ,99.609375
rosehouse\ros_p1an.bmp, ros_p1ar.png, , ,99.8046875
rosehouse\ros_p1ar.bmp, ros_p1ar.png, , ,99.8046875
rosehouse\ros_r1a.bmp, ros_r1a.png, , ,99.8046875
rosehouse\ros_r1an.bmp, ros_r1ar.png, , ,99.8046875
rosehouse\ros_r1ar.bmp, ros_r1a.png, , ,99.8046875
rosehouse\ros_r1b.bmp, ros_r1a.png, , ,99.8046875
rosehouse\ros_r1bn.bmp, ros_r1ar.png, , ,99.8046875
rosehouse\ros_r1br.bmp, ros_r1a.png, , ,99.8046875
rosehouse\ros_ro1a.bmp, ros_ro1ar.png, , ,100
school\cof_1a.bmp, t\cof_2a.png, , ,99.8046875
school\schd_p1a.bmp, schd_p1a.png, , ,99.8046875
school\schd_p1b.bmp, schd_p1a.png, , ,99.8046875
school\schf_c1a.bmp, schf_c2br.png, , ,99.8046875
school\schf_c1b.bmp, schf_c2ar.png, , ,100
school\schf_c1c.bmp, schf_c2ar.png, , ,100
school\schf_c2a.bmp, schf_c2ar.png, , ,100
school\schf_c2b.bmp, schf_c2br.png, , ,99.8046875
school\schf_p1a.bmp, schf_p1a.png, , ,99.8046875
school\schf_p1b.bmp, schf_p1a.png, , ,99.8046875
school\schf_p2a.bmp, schf_p1a.png, , ,99.8046875
school\schf_p3a.bmp, schf_p1a.png, , ,99.8046875
school\schf_r1a.bmp, schf_r1a.png, , ,99.609375
school\schf_r1b.bmp, schf_r1a.png, , ,99.609375
school\schf_r1c.bmp, schf_r1a.png, , ,99.609375
school\schf_s1a.bmp, schf_s1a.png, , ,99.4140625
school\schf_s1b.bmp, schf_s1a.png, , ,99.4140625
school\schf_s1c.bmp, schf_s1a.png, , ,99.4140625
school\schf_s1d.bmp, schf_s1a.png, , ,99.4140625
school\schr_o1a.bmp, schr_o1a.png, , ,99.609375
school\schr_o2a.bmp, schr_o1a.png, , ,99.609375
school\schr_o3a.bmp, schr_o2a.png, , ,99.4140625
school\schr_o3b.bmp, schr_o2a.png, , ,99.4140625
school\schr_p1a.bmp, schr_p1b.png, , ,99.8046875
school\schr_p1b.bmp, schr_p1b.png, , ,99.8046875
school\schr_r1a.bmp, schr_r1a.png, , ,99.8046875
school\schr_r1an.bmp, schr_r1ar.png, , ,99.8046875
school\schr_r1b.bmp, schr_r1a.png, , ,99.8046875
school\schr_r1bn.bmp, schr_r1ar.png, , ,99.8046875
school\schr_r1c.bmp, schr_r1a.png, , ,99.8046875
school\schr_r1cn.bmp, schr_r1ar.png, , ,99.8046875
